1,66644279109408E-09
2,24110564010307E-10
-1,88424504409827E-09
-1,29906917304833E-09
-5,4433751082504E-10
-4,81243509795052E-10
-2,05714848382067E-10
-2,34922792350319E-09
-1,74057196862464E-09
2,14585977114664E-09
-2,17921244844839E-09
-5,90017266403375E-09
-4,30457819302396E-09
-2,9123380278858E-09
-2,72025946283585E-09
-4,61775275186399E-09
-1,12059886023791E-08
-5,90430921785537E-09
2,57368291264008E-10
-3,53249235553009E-09
-4,48104273326188E-09
-2,83532151665332E-09
-3,18947201047683E-09
-2,67857809690116E-09
-5,99741448577197E-09
-7,99070077064141E-09
-3,81493856505809E-10
-2,48386003671394E-09
-7,51163521991325E-09
-9,15123046112507E-09
1,74269299789456E-08
1,29154854127187E-08
-1,6062201442488E-09
-1,52265249297694E-08
2,19266473940793E-09
1,8091037125016E-08
-2,35705824550382E-09
-7,35010842042173E-09
-1,08297860122058E-08
3,79971316610085E-08
3,95217052116932E-08
2,29993279772888E-08
1,10494494031307E-08
8,81368495831645E-09
2,20005909409752E-08
1,01422357640776
0,108334659190996
-0,254618635897435
-0,104033231606337
0,0985120167651096
0,0138574107148019
0,48504351267804
0,0261592391617501
-0,312755364875851
0,781237350606112
-0,409600257959872
-0,796227800796631
-0,474021567154756
-0,355400192364356
-0,453100945669916
-0,653063809757608
-1,5013981911379
-1,45932434102578
0,337348969704434
-0,427550688950632
-0,317420376146844
-0,190105457255715
-0,130650114502808
0,340779105486271
0,544594573186053
-1,2406204539213
0,173915214716226
-0,382359176180959
-0,509585931863856
-0,630909300737163
0,140696334773251
-1,20725671072599
-1,77114911834708
-4,5244799335385
0,0728186970684967
3,35723134188598
-1,44374325085829
-0,307562631431161
-7,677409465781
14,6755548037086
11,5606818336123
6,59881255157702
5,88326049822191
-2,15043437789255
17,3126606768563
2,78632825738155
-0,360603776721968
-0,510823537399159
-0,257254296569391
0,216272360058893
-0,411123379436198
1,0541527629676
-0,0139809452144065
-1,82889556624707
0,91695053298348
-1,21813639435148
-1,29251480611569
-0,431380547145213
-0,599060699130273
-0,609898356553486
-1,19106177546587
-3,13548629058921
-0,443640772689518
0,703812816711188
-0,582205833212743
-0,0674912900001687
-0,654128018428852
-0,113837390978673
0,333778382794114
0,984217492074126
-2,29520009264593
2,60795378476897
-0,963373926427238
-1,50207259143432
-1,25276719505704
1,68233479758035
-2,33095127271566
-1,08753745752947
-8,24039890055425
1,19397329395378
4,49265480285995
-2,08471382305488
1,81292511598104
-14,3209248127005
26,3942567416453
20,9363135958307
6,86731263732975
7,62892974254636
-0,31635191391623
38,0773214735859
4,35317733409055
-1,04687736125036
-0,652969234421527
-0,246708362598859
0,252712283102488
-1,07718248171996
1,66908638774284
-2,31987685321158
-1,12879007629954
1,17982832963474
-2,02612726533599
-1,87244754745586
-0,175407157934359
-1,05498895906304
-0,450438320933196
-1,81445171312061
-5,39507779602556
2,87676468779032
1,12151261649413
-0,588239605346093
0,500137023562664
-1,37544338732326
-0,171508397341857
-0,181859895052518
-0,13004903248849
-0,81286243127777
5,06587764310397
-2,19344228351335
-1,79822878280793
-2,14710758052529
3,37334350361324
-3,29730465525159
-0,642821034019022
-11,120778517067
3,5177021778548
7,06460397682939
-2,61199587390677
3,09094910865842
-18,7654686039276
35,0044325745726
27,0610143164911
9,38513000139789
9,00553164826583
-0,942261441354523
54,9262864132948
5,66935734008193
-1,72984551829152
-0,721976776489901
-0,290264175056789
0,252092434900591
-2,09891672571346
2,22860582622467
-6,17246396043341
3,06952538208525
1,12560684762546
-2,69194103782049
-2,31581553265403
0,216373576903711
-1,69024530894679
0,208767948102468
-3,72742013561121
-6,70138561235336
9,17412548866981
1,6048457633113
-0,717157052672701
1,17044242209955
-2,17350806542965
-0,167837639137094
-1,25114163822545
-1,88898690469026
3,404997190229
7,99873089988489
-2,95450395888146
-1,97251082185469
-2,65754954032128
4,6196707254429
-3,91921031822624
