5,67812653157516E-10
1,13565787940004E-09
1,13245265897753E-09
1,13137636081103E-09
1,13131927208495E-09
1,13137636081103E-09
1,13245265897752E-09
1,13565787940003E-09
5,67812653157517E-10
1,13571124583118E-09
2,21953535073005E-09
2,1959124212775E-09
2,19398850574144E-09
2,19391373969523E-09
2,19398850574145E-09
2,1959124212775E-09
2,21953535073005E-09
1,13571124583118E-09
1,13357585865112E-09
2,19791294424389E-09
2,16516725605648E-09
2,16273808559855E-09
2,16275291564623E-09
2,16273808559855E-09
2,16516725605648E-09
2,19791294424389E-09
1,1335758586511E-09
1,13571124583118E-09
2,21953535073005E-09
2,1959124212775E-09
2,19398850574144E-09
2,19391373969523E-09
2,19398850574144E-09
2,1959124212775E-09
2,21953535073005E-09
1,13571124583118E-09
5,6781265315752E-10
1,13565787940004E-09
1,13245265897753E-09
1,13137636081104E-09
1,13131927208495E-09
1,13137636081103E-09
1,13245265897752E-09
1,13565787940004E-09
5,67812653157522E-10
0,199723416515579
0,206227098897458
0,205180082690053
0,205114946673254
0,2051150704945
0,205114946602196
0,205180082454166
0,206227098780837
0,199723416892808
0,20622768597502
0,194148592055705
0,193488367349762
0,19344670868723
0,193442847002295
0,193446708664391
0,193488367266301
0,194148591907757
0,206227685512328
0,205245755060626
0,193523746360109
0,191730434273543
0,191799163513085
0,191789145830292
0,191799163486464
0,191730434172304
0,193523746102814
0,205245754062492
0,206227685577033
0,19414859183274
0,193488367111274
0,193446708620003
0,193442847070271
0,193446708547172
0,193488366867564
0,194148591504925
0,206227684795465
0,199723414593133
0,20622709782056
0,205180081538215
0,205114946348484
0,205115070822676
0,205114946036024
0,205180080528435
0,20622709683519
0,199723413429664
0,399445542868288
0,412453002274683
0,410359298063024
0,410229145503282
0,410229391205088
0,410229145419091
0,410359298257918
0,412453002578534
0,399445543267021
0,412454188778883
0,38829851480204
0,386979473873205
0,386896193465703
0,386888455599868
0,386896193457322
0,386979473960645
0,388298515036589
0,41245418960886
0,410490527112769
0,387050194847657
0,383465634254178
0,383603115222921
0,383583049614771
0,38360311524718
0,383465634389747
0,3870501952065
0,41049052849324
0,412454188951706
0,388298515001732
0,386979474119722
0,386896193459824
0,386888455397857
0,386896193539101
0,386979474463255
0,388298515440988
0,412454189848176
0,399445543703011
0,412453003239087
0,410359299253572
0,410229145474889
0,410229390229506
0,410229145814056
0,410359300685191
0,412453004531472
0,399445544422576
0,599165089046412
0,618676528203951
0,615536785326564
0,615341847363444
0,615342224514173
0,615341847676544
0,615536785276208
0,618676527497919
0,599165086338085
0,618678327587884
0,582451108086789
0,580476069224314
0,580351224197308
0,580339581667271
0,580351224258363
0,580476069178355
0,582451107809268
0,618678326462737
0,615733349591138
0,580582056600773
0,575210387028372
0,57541664867562
0,575386475010537
0,575416648673411
0,575210386919528
0,580582056289172
0,615733348405842
0,618678327735001
0,58245110803631
0,580476069126209
0,580351224280542
0,580339581892705
0,58035122424241
0,580476068803612
0,582451107552751
0,618678326608869
0,59916508975756
0,618676527960289
0,615536784852857
0,6153418477655
0,615342225602986
0,615341847599646
0,61553678346658
0,618676526259317
0,599165087044835
0,798880763681756
0,824896477664786
0,820711657894482
0,820452301246887
0,820452816278019
0,820452300884029
0,820711657941687
0,824896478784819
0,798880768588251
0,824898907814085
0,77660770134512
0,773980899657385
0,773814575531928
0,773798989897299
0,773814575455325
0,773980899680639
0,776607701620945
0,824898909001229
0,820973245131882
0,774122027278456
0,766969463891308
0,767244554643176
0,767204198140699
0,767244554631513
0,76696946395282
0,774122027457088
0,820973245774171
0,824898907989473
0,776607701364327
0,773980899658415
0,773814575551199
0,77379898992436
0,773814575565155
0,773980899909091
0,776607701836601
0,824898909360027
0,798880764528552
0,824896477757461
0,820711657899397
0,820452301339839
0,82045281640862
0,820452301414381
0,820711659044895
0,824896479826343
0,798880770321603
0,99859129450852
1,03111164662821
1,02588303867822
1,02555974510568
1,02556041025706
1,02555974546175
1,02588303870914
1,03111164560639
0,998591289716214
1,0311147306538
0,970769640532765
0,967496720219808
0,967289021172754
0,967269444035665
0,967289021249917
0,967496720231538
0,970769640354565
1,03111472983283
1,02620922671518
0,96767283226746
0,958747655120947
0,959091630157126
0,959040984379126
0,959091630167618
0,958747655107535
0,967672832254512
1,026209226748
1,03111473017703
0,970769640518979
0,967496720265016
0,967289020996142
0,967269443676356
0,967289020954673
0,96749672011164
0,970769640279711
1,03111472951292
0,998591292205196
1,03111164656146
1,02588303889646
1,02555974425261
1,02556040852171
1,02555974403594
1,02588303813015
1,03111164524477
0,998591288170268
1,19829538602203
1,23732081940415
1,23105003260102
1,23066340796577
1,23066422525551
1,23066340734317
1,23105003205997
1,2373208197838
1,1982953890573
1,23732458151932
1,16493827203077
1,16102628499967
1,16077734776885
1,16075371705306
1,16077734763688
1,16102628487452
1,16493827205555
1,23732458190383
1,23144028715258
1,16123720753467
1,15054974773125
1,15096267432389
1,15090160466821
1,15096267431655
1,15054974770529
1,16123720745503
1,23144028681755
1,23732458142743
1,16493827188732
1,16102628483995
1,1607773478793
1,16075371745823
1,16077734799289
